trade_id,price,amount,direction,timestamp
,119469.2,2,buy,2025-08-12 15:15:47.602
,119470.0,28,buy,2025-08-12 15:15:47.602
,119472.8,18,buy,2025-08-12 15:15:48.658
,119472.8,36,buy,2025-08-12 15:15:48.658
,119472.8,16,buy,2025-08-12 15:15:48.658
,119473.6,2,buy,2025-08-12 15:15:48.658
,119487.8,2,buy,2025-08-12 15:15:48.815
,119487.8,16,buy,2025-08-12 15:15:48.815
,119487.8,186,buy,2025-08-12 15:15:49.377
,119488.0,2,buy,2025-08-12 15:15:49.377
,119490.5,16,buy,2025-08-12 15:15:49.378
,119490.5,16,buy,2025-08-12 15:15:49.380
,119490.5,16,buy,2025-08-12 15:15:49.381
,119490.5,12,buy,2025-08-12 15:15:49.557
,119490.7,2,buy,2025-08-12 15:15:49.557
,119491.4,2,buy,2025-08-12 15:15:49.557
,119493.4,58,buy,2025-08-12 15:15:49.557
,119495.1,2,buy,2025-08-12 15:15:49.557
,119498.8,2,buy,2025-08-12 15:15:49.557
,119500.0,2,buy,2025-08-12 15:15:49.557
,119500.0,2,buy,2025-08-12 15:15:50.396
,119499.9,2,sell,2025-08-12 15:15:50.410
,119499.9,2,sell,2025-08-12 15:15:50.416
,119499.9,2,sell,2025-08-12 15:15:50.428
,119500.0,98,buy,2025-08-12 15:15:56.424
,119500.0,230,buy,2025-08-12 15:15:56.424
,119500.0,44,buy,2025-08-12 15:15:56.424
,119500.0,112,buy,2025-08-12 15:15:56.424
,119500.0,66,buy,2025-08-12 15:15:56.424
,119500.0,110,buy,2025-08-12 15:15:56.424
,119500.0,138,buy,2025-08-12 15:15:56.424
,119500.0,40,buy,2025-08-12 15:15:57.498
,119499.9,326,sell,2025-08-12 15:16:00.736
,119499.9,278,sell,2025-08-12 15:16:00.736
,119499.9,278,sell,2025-08-12 15:16:00.736
,119499.9,332,sell,2025-08-12 15:16:00.736
,119499.9,332,sell,2025-08-12 15:16:00.736
,119499.9,332,sell,2025-08-12 15:16:00.736
,119499.9,22,sell,2025-08-12 15:16:00.736
,119499.9,336,sell,2025-08-12 15:16:00.736
,119489.6,58,sell,2025-08-12 15:16:01.234
,119489.6,112,sell,2025-08-12 15:16:01.234
,119488.1,36,sell,2025-08-12 15:16:03.668
,119488.1,36,sell,2025-08-12 15:16:03.668
,119488.1,38,sell,2025-08-12 15:16:03.668
,119488.1,34,sell,2025-08-12 15:16:03.668
,119488.1,20,sell,2025-08-12 15:16:03.668
,119488.1,34,sell,2025-08-12 15:16:03.668
,119488.1,2,sell,2025-08-12 15:16:03.668
,119477.1,110,sell,2025-08-12 15:16:09.125
,119477.1,200,sell,2025-08-12 15:16:09.125
,119477.1,200,sell,2025-08-12 15:16:09.125
,119477.1,200,sell,2025-08-12 15:16:09.125
,119476.9,60,sell,2025-08-12 15:16:09.234
,119466.2,58,sell,2025-08-12 15:16:10.177
,119466.2,26,sell,2025-08-12 15:16:10.177
,119466.2,140,sell,2025-08-12 15:16:10.177
,119466.2,110,sell,2025-08-12 15:16:10.177
,119466.2,10,sell,2025-08-12 15:16:10.177
,119466.2,10,sell,2025-08-12 15:16:10.177
,119466.2,200,sell,2025-08-12 15:16:10.177
,119466.2,200,sell,2025-08-12 15:16:10.177
,119466.2,200,sell,2025-08-12 15:16:10.177
,119466.2,202,sell,2025-08-12 15:16:10.177
,119463.3,2,sell,2025-08-12 15:16:10.177
,119459.8,60,sell,2025-08-12 15:16:10.177
,119459.4,1136,sell,2025-08-12 15:16:10.177
,119458.2,2,sell,2025-08-12 15:16:10.177
,119457.9,236,sell,2025-08-12 15:16:10.177
,119457.9,100,sell,2025-08-12 15:16:13.124
,119458.0,8,buy,2025-08-12 15:16:14.581
,119458.0,12,buy,2025-08-12 15:16:18.934
,119457.9,10,sell,2025-08-12 15:16:23.698
,119457.9,10,sell,2025-08-12 15:16:23.698
,119457.9,36,sell,2025-08-12 15:16:23.698
,119457.9,34,sell,2025-08-12 15:16:23.698
,119457.9,32,sell,2025-08-12 15:16:23.698
,119457.9,72,sell,2025-08-12 15:16:23.698
,119421.2,36,sell,2025-08-12 15:14:57.182
,119421.2,34,sell,2025-08-12 15:14:57.182
,119421.2,16,sell,2025-08-12 15:14:57.182
,119414.4,2,buy,2025-08-12 15:15:02.703
,119414.4,10,buy,2025-08-12 15:15:02.714
,119414.3,16,sell,2025-08-12 15:15:11.393
,119414.3,150,sell,2025-08-12 15:15:11.393
,119414.3,88,sell,2025-08-12 15:15:11.393
,119414.3,82,sell,2025-08-12 15:15:11.393
,119414.4,18,buy,2025-08-12 15:15:18.115
,119414.3,18,sell,2025-08-12 15:15:19.384
,119414.3,4,sell,2025-08-12 15:15:19.384
,119414.4,34,buy,2025-08-12 15:15:20.770
,119421.3,6,buy,2025-08-12 15:15:21.931
,119428.4,336,buy,2025-08-12 15:15:22.524
,119428.4,140,buy,2025-08-12 15:15:22.524
,119428.4,332,buy,2025-08-12 15:15:22.524
,119428.4,332,buy,2025-08-12 15:15:22.524
,119428.4,796,buy,2025-08-12 15:15:22.524
,119428.6,6,buy,2025-08-12 15:15:27.930
,119430.0,38,buy,2025-08-12 15:15:27.959
,119438.0,2,buy,2025-08-12 15:15:30.104
,119438.0,50,buy,2025-08-12 15:15:30.104
,119438.0,8,buy,2025-08-12 15:15:30.165
,119438.0,2,buy,2025-08-12 15:15:30.291
,119438.2,4,buy,2025-08-12 15:15:30.291
,119448.5,2,buy,2025-08-12 15:15:30.809
,119448.5,56,buy,2025-08-12 15:15:30.809
,119448.5,202,buy,2025-08-12 15:15:30.809
,119448.7,4,buy,2025-08-12 15:15:30.811
,119450.0,6,buy,2025-08-12 15:15:30.811
,119450.0,16,buy,2025-08-12 15:15:30.811
,119450.0,6,buy,2025-08-12 15:15:30.811
,119451.2,60,buy,2025-08-12 15:15:30.811
,119453.8,2,buy,2025-08-12 15:15:30.811
,119455.8,2,buy,2025-08-12 15:15:30.811
,119457.0,2,buy,2025-08-12 15:15:30.817
,119458.1,2,buy,2025-08-12 15:15:30.817
,119460.0,22,buy,2025-08-12 15:15:30.817
,119461.6,2,buy,2025-08-12 15:15:30.817
,119461.8,2,buy,2025-08-12 15:15:30.817
,119463.1,46,buy,2025-08-12 15:15:30.817
,119463.1,12,buy,2025-08-12 15:15:31.687
,119463.1,112,buy,2025-08-12 15:15:31.687
,119463.1,204,buy,2025-08-12 15:15:31.687
,119463.1,70,buy,2025-08-12 15:15:31.687
,119463.1,278,buy,2025-08-12 15:15:31.687
,119463.1,110,buy,2025-08-12 15:15:31.687
,119463.1,174,buy,2025-08-12 15:15:31.687
,119463.0,4,sell,2025-08-12 15:15:32.264
,119463.0,136,sell,2025-08-12 15:15:36.207
,119463.1,28,buy,2025-08-12 15:15:36.885
,119463.1,418,buy,2025-08-12 15:15:36.885
,119463.1,36,buy,2025-08-12 15:15:36.885
,119464.4,4,sell,2025-08-12 15:15:38.303
,119464.5,2,buy,2025-08-12 15:15:47.594
,119464.7,2,buy,2025-08-12 15:15:47.601
,119466.7,8,buy,2025-08-12 15:15:47.601
,119468.0,278,buy,2025-08-12 15:15:47.602
,119469.2,2,buy,2025-08-12 15:15:47.602
,119470.0,28,buy,2025-08-12 15:15:47.602
,119472.8,18,buy,2025-08-12 15:15:48.658
,119472.8,36,buy,2025-08-12 15:15:48.658
,119472.8,16,buy,2025-08-12 15:15:48.658
,119473.6,2,buy,2025-08-12 15:15:48.658
,119487.8,2,buy,2025-08-12 15:15:48.815
,119487.8,16,buy,2025-08-12 15:15:48.815
,119487.8,186,buy,2025-08-12 15:15:49.377
,119488.0,2,buy,2025-08-12 15:15:49.377
,119490.5,16,buy,2025-08-12 15:15:49.378
,119490.5,16,buy,2025-08-12 15:15:49.380
,119490.5,16,buy,2025-08-12 15:15:49.381
,119490.5,12,buy,2025-08-12 15:15:49.557
,119490.7,2,buy,2025-08-12 15:15:49.557
,119491.4,2,buy,2025-08-12 15:15:49.557
,119493.4,58,buy,2025-08-12 15:15:49.557
,119495.1,2,buy,2025-08-12 15:15:49.557
,119498.8,2,buy,2025-08-12 15:15:49.557
,119500.0,2,buy,2025-08-12 15:15:49.557
,119500.0,2,buy,2025-08-12 15:15:50.396
,119499.9,2,sell,2025-08-12 15:15:50.410
,119499.9,2,sell,2025-08-12 15:15:50.416
,119499.9,2,sell,2025-08-12 15:15:50.428
,119500.0,98,buy,2025-08-12 15:15:56.424
,119500.0,230,buy,2025-08-12 15:15:56.424
,119500.0,44,buy,2025-08-12 15:15:56.424
,119500.0,112,buy,2025-08-12 15:15:56.424
,119500.0,66,buy,2025-08-12 15:15:56.424
,119500.0,110,buy,2025-08-12 15:15:56.424
,119500.0,138,buy,2025-08-12 15:15:56.424
,119500.0,40,buy,2025-08-12 15:15:57.498
,119499.9,326,sell,2025-08-12 15:16:00.736
,119499.9,278,sell,2025-08-12 15:16:00.736
,119499.9,278,sell,2025-08-12 15:16:00.736
,119499.9,332,sell,2025-08-12 15:16:00.736
,119499.9,332,sell,2025-08-12 15:16:00.736
,119499.9,332,sell,2025-08-12 15:16:00.736
,119499.9,22,sell,2025-08-12 15:16:00.736
,119499.9,336,sell,2025-08-12 15:16:00.736
,119489.6,58,sell,2025-08-12 15:16:01.234
,119489.6,112,sell,2025-08-12 15:16:01.234
,119488.1,36,sell,2025-08-12 15:16:03.668
,119488.1,36,sell,2025-08-12 15:16:03.668
,119488.1,38,sell,2025-08-12 15:16:03.668
,119488.1,34,sell,2025-08-12 15:16:03.668
,119488.1,20,sell,2025-08-12 15:16:03.668
,119488.1,34,sell,2025-08-12 15:16:03.668
,119488.1,2,sell,2025-08-12 15:16:03.668
,119477.1,110,sell,2025-08-12 15:16:09.125
,119477.1,200,sell,2025-08-12 15:16:09.125
,119477.1,200,sell,2025-08-12 15:16:09.125
,119477.1,200,sell,2025-08-12 15:16:09.125
,119476.9,60,sell,2025-08-12 15:16:09.234
,119466.2,58,sell,2025-08-12 15:16:10.177
,119466.2,26,sell,2025-08-12 15:16:10.177
,119466.2,140,sell,2025-08-12 15:16:10.177
,119466.2,110,sell,2025-08-12 15:16:10.177
,119466.2,10,sell,2025-08-12 15:16:10.177
,119466.2,10,sell,2025-08-12 15:16:10.177
,119466.2,200,sell,2025-08-12 15:16:10.177
,119466.2,200,sell,2025-08-12 15:16:10.177
,119466.2,200,sell,2025-08-12 15:16:10.177
,119466.2,202,sell,2025-08-12 15:16:10.177
,119463.3,2,sell,2025-08-12 15:16:10.177
,119459.8,60,sell,2025-08-12 15:16:10.177
,119459.4,1136,sell,2025-08-12 15:16:10.177
,119458.2,2,sell,2025-08-12 15:16:10.177
,119457.9,236,sell,2025-08-12 15:16:10.177
,119457.9,100,sell,2025-08-12 15:16:13.124
,119458.0,8,buy,2025-08-12 15:16:14.581
,119458.0,12,buy,2025-08-12 15:16:18.934
,119457.9,10,sell,2025-08-12 15:16:23.698
,119457.9,10,sell,2025-08-12 15:16:23.698
,119457.9,36,sell,2025-08-12 15:16:23.698
,119457.9,34,sell,2025-08-12 15:16:23.698
,119457.9,32,sell,2025-08-12 15:16:23.698
,119457.9,72,sell,2025-08-12 15:16:23.698
,119457.9,10,sell,2025-08-12 15:16:27.437
,119457.9,10,sell,2025-08-12 15:16:27.437
,119457.7,22,sell,2025-08-12 15:16:27.437
,119455.8,2,sell,2025-08-12 15:16:27.450
,119454.5,2,sell,2025-08-12 15:16:27.450
,119450.8,2,sell,2025-08-12 15:16:27.450
,119447.7,38,sell,2025-08-12 15:16:27.450
,119447.7,2,sell,2025-08-12 15:16:27.574
,119447.7,20,sell,2025-08-12 15:16:27.595
,119447.7,26,sell,2025-08-12 15:16:27.595
,119447.5,18,sell,2025-08-12 15:16:27.595
,119447.1,2,sell,2025-08-12 15:16:27.595
,119446.5,38,sell,2025-08-12 15:16:27.595
,119446.5,8,sell,2025-08-12 15:16:27.737
,119446.5,202,sell,2025-08-12 15:16:27.847
,119446.5,68,sell,2025-08-12 15:16:27.847
,119446.5,70,sell,2025-08-12 15:16:27.847
,119444.7,2,buy,2025-08-12 15:16:28.743
,119438.0,2,sell,2025-08-12 15:16:33.987
,119437.8,2,sell,2025-08-12 15:16:35.068
,119421.2,36,sell,2025-08-12 15:14:57.182
,119421.2,34,sell,2025-08-12 15:14:57.182
,119421.2,16,sell,2025-08-12 15:14:57.182
,119414.4,2,buy,2025-08-12 15:15:02.703
,119414.4,10,buy,2025-08-12 15:15:02.714
,119414.3,16,sell,2025-08-12 15:15:11.393
,119414.3,150,sell,2025-08-12 15:15:11.393
,119414.3,88,sell,2025-08-12 15:15:11.393
,119414.3,82,sell,2025-08-12 15:15:11.393
,119414.4,18,buy,2025-08-12 15:15:18.115
,119414.3,18,sell,2025-08-12 15:15:19.384
,119414.3,4,sell,2025-08-12 15:15:19.384
,119414.4,34,buy,2025-08-12 15:15:20.770
,119421.3,6,buy,2025-08-12 15:15:21.931
,119428.4,336,buy,2025-08-12 15:15:22.524
,119428.4,140,buy,2025-08-12 15:15:22.524
,119428.4,332,buy,2025-08-12 15:15:22.524
,119428.4,332,buy,2025-08-12 15:15:22.524
,119428.4,796,buy,2025-08-12 15:15:22.524
,119428.6,6,buy,2025-08-12 15:15:27.930
,119430.0,38,buy,2025-08-12 15:15:27.959
,119438.0,2,buy,2025-08-12 15:15:30.104
,119438.0,50,buy,2025-08-12 15:15:30.104
,119438.0,8,buy,2025-08-12 15:15:30.165
,119438.0,2,buy,2025-08-12 15:15:30.291
,119438.2,4,buy,2025-08-12 15:15:30.291
,119448.5,2,buy,2025-08-12 15:15:30.809
,119448.5,56,buy,2025-08-12 15:15:30.809
,119448.5,202,buy,2025-08-12 15:15:30.809
,119448.7,4,buy,2025-08-12 15:15:30.811
,119450.0,6,buy,2025-08-12 15:15:30.811
,119450.0,16,buy,2025-08-12 15:15:30.811
,119450.0,6,buy,2025-08-12 15:15:30.811
,119451.2,60,buy,2025-08-12 15:15:30.811
,119453.8,2,buy,2025-08-12 15:15:30.811
,119455.8,2,buy,2025-08-12 15:15:30.811
,119457.0,2,buy,2025-08-12 15:15:30.817
,119458.1,2,buy,2025-08-12 15:15:30.817
,119460.0,22,buy,2025-08-12 15:15:30.817
,119461.6,2,buy,2025-08-12 15:15:30.817
,119461.8,2,buy,2025-08-12 15:15:30.817
,119463.1,46,buy,2025-08-12 15:15:30.817
,119463.1,12,buy,2025-08-12 15:15:31.687
,119463.1,112,buy,2025-08-12 15:15:31.687
,119463.1,204,buy,2025-08-12 15:15:31.687
,119463.1,70,buy,2025-08-12 15:15:31.687
,119463.1,278,buy,2025-08-12 15:15:31.687
,119463.1,110,buy,2025-08-12 15:15:31.687
,119463.1,174,buy,2025-08-12 15:15:31.687
,119463.0,4,sell,2025-08-12 15:15:32.264
,119463.0,136,sell,2025-08-12 15:15:36.207
,119463.1,28,buy,2025-08-12 15:15:36.885
,119463.1,418,buy,2025-08-12 15:15:36.885
,119463.1,36,buy,2025-08-12 15:15:36.885
,119464.4,4,sell,2025-08-12 15:15:38.303
,119464.5,2,buy,2025-08-12 15:15:47.594
,119464.7,2,buy,2025-08-12 15:15:47.601
,119466.7,8,buy,2025-08-12 15:15:47.601
,119468.0,278,buy,2025-08-12 15:15:47.602
,119469.2,2,buy,2025-08-12 15:15:47.602
,119470.0,28,buy,2025-08-12 15:15:47.602
,119472.8,18,buy,2025-08-12 15:15:48.658
,119472.8,36,buy,2025-08-12 15:15:48.658
,119472.8,16,buy,2025-08-12 15:15:48.658
,119473.6,2,buy,2025-08-12 15:15:48.658
,119487.8,2,buy,2025-08-12 15:15:48.815
,119487.8,16,buy,2025-08-12 15:15:48.815
,119487.8,186,buy,2025-08-12 15:15:49.377
,119488.0,2,buy,2025-08-12 15:15:49.377
,119490.5,16,buy,2025-08-12 15:15:49.378
,119490.5,16,buy,2025-08-12 15:15:49.380
,119490.5,16,buy,2025-08-12 15:15:49.381
,119490.5,12,buy,2025-08-12 15:15:49.557
,119490.7,2,buy,2025-08-12 15:15:49.557
,119491.4,2,buy,2025-08-12 15:15:49.557
,119493.4,58,buy,2025-08-12 15:15:49.557
,119495.1,2,buy,2025-08-12 15:15:49.557
,119498.8,2,buy,2025-08-12 15:15:49.557
,119500.0,2,buy,2025-08-12 15:15:49.557
,119500.0,2,buy,2025-08-12 15:15:50.396
,119499.9,2,sell,2025-08-12 15:15:50.410
,119499.9,2,sell,2025-08-12 15:15:50.416
,119499.9,2,sell,2025-08-12 15:15:50.428
,119500.0,98,buy,2025-08-12 15:15:56.424
,119500.0,230,buy,2025-08-12 15:15:56.424
,119500.0,44,buy,2025-08-12 15:15:56.424
,119500.0,112,buy,2025-08-12 15:15:56.424
,119500.0,66,buy,2025-08-12 15:15:56.424
,119500.0,110,buy,2025-08-12 15:15:56.424
,119500.0,138,buy,2025-08-12 15:15:56.424
,119500.0,40,buy,2025-08-12 15:15:57.498
,119499.9,326,sell,2025-08-12 15:16:00.736
,119499.9,278,sell,2025-08-12 15:16:00.736
,119499.9,278,sell,2025-08-12 15:16:00.736
,119499.9,332,sell,2025-08-12 15:16:00.736
,119499.9,332,sell,2025-08-12 15:16:00.736
,119499.9,332,sell,2025-08-12 15:16:00.736
,119499.9,22,sell,2025-08-12 15:16:00.736
,119499.9,336,sell,2025-08-12 15:16:00.736
,119489.6,58,sell,2025-08-12 15:16:01.234
,119489.6,112,sell,2025-08-12 15:16:01.234
,119488.1,36,sell,2025-08-12 15:16:03.668
,119488.1,36,sell,2025-08-12 15:16:03.668
,119488.1,38,sell,2025-08-12 15:16:03.668
,119488.1,34,sell,2025-08-12 15:16:03.668
,119488.1,20,sell,2025-08-12 15:16:03.668
,119488.1,34,sell,2025-08-12 15:16:03.668
,119488.1,2,sell,2025-08-12 15:16:03.668
,119477.1,110,sell,2025-08-12 15:16:09.125
,119477.1,200,sell,2025-08-12 15:16:09.125
,119477.1,200,sell,2025-08-12 15:16:09.125
,119477.1,200,sell,2025-08-12 15:16:09.125
,119476.9,60,sell,2025-08-12 15:16:09.234
,119466.2,58,sell,2025-08-12 15:16:10.177
,119466.2,26,sell,2025-08-12 15:16:10.177
,119466.2,140,sell,2025-08-12 15:16:10.177
,119466.2,110,sell,2025-08-12 15:16:10.177
,119466.2,10,sell,2025-08-12 15:16:10.177
,119466.2,10,sell,2025-08-12 15:16:10.177
,119466.2,200,sell,2025-08-12 15:16:10.177
,119466.2,200,sell,2025-08-12 15:16:10.177
,119466.2,200,sell,2025-08-12 15:16:10.177
,119466.2,202,sell,2025-08-12 15:16:10.177
,119463.3,2,sell,2025-08-12 15:16:10.177
,119459.8,60,sell,2025-08-12 15:16:10.177
,119459.4,1136,sell,2025-08-12 15:16:10.177
,119458.2,2,sell,2025-08-12 15:16:10.177
,119457.9,236,sell,2025-08-12 15:16:10.177
,119457.9,100,sell,2025-08-12 15:16:13.124
,119458.0,8,buy,2025-08-12 15:16:14.581
,119458.0,12,buy,2025-08-12 15:16:18.934
,119457.9,10,sell,2025-08-12 15:16:23.698
,119457.9,10,sell,2025-08-12 15:16:23.698
,119457.9,36,sell,2025-08-12 15:16:23.698
,119457.9,34,sell,2025-08-12 15:16:23.698
,119457.9,32,sell,2025-08-12 15:16:23.698
,119457.9,72,sell,2025-08-12 15:16:23.698
,119457.9,10,sell,2025-08-12 15:16:27.437
,119457.9,10,sell,2025-08-12 15:16:27.437
,119457.7,22,sell,2025-08-12 15:16:27.437
,119455.8,2,sell,2025-08-12 15:16:27.450
,119454.5,2,sell,2025-08-12 15:16:27.450
,119450.8,2,sell,2025-08-12 15:16:27.450
,119447.7,38,sell,2025-08-12 15:16:27.450
,119447.7,2,sell,2025-08-12 15:16:27.574
,119447.7,20,sell,2025-08-12 15:16:27.595
,119447.7,26,sell,2025-08-12 15:16:27.595
,119447.5,18,sell,2025-08-12 15:16:27.595
,119447.1,2,sell,2025-08-12 15:16:27.595
,119446.5,38,sell,2025-08-12 15:16:27.595
,119446.5,8,sell,2025-08-12 15:16:27.737
,119446.5,202,sell,2025-08-12 15:16:27.847
,119446.5,68,sell,2025-08-12 15:16:27.847
,119446.5,70,sell,2025-08-12 15:16:27.847
,119444.7,2,buy,2025-08-12 15:16:28.743
,119438.0,2,sell,2025-08-12 15:16:33.987
,119437.8,2,sell,2025-08-12 15:16:35.068
,119437.8,2,sell,2025-08-12 15:16:38.681
,119437.8,42,sell,2025-08-12 15:16:39.126
,119437.9,4,buy,2025-08-12 15:16:39.552
,119437.8,4,sell,2025-08-12 15:16:39.610
,119437.8,10,sell,2025-08-12 15:16:39.889
,119437.9,50,buy,2025-08-12 15:16:39.889
,119421.2,36,sell,2025-08-12 15:14:57.182
,119421.2,34,sell,2025-08-12 15:14:57.182
,119421.2,16,sell,2025-08-12 15:14:57.182
,119414.4,2,buy,2025-08-12 15:15:02.703
,119414.4,10,buy,2025-08-12 15:15:02.714
,119414.3,16,sell,2025-08-12 15:15:11.393
,119414.3,150,sell,2025-08-12 15:15:11.393
,119414.3,88,sell,2025-08-12 15:15:11.393
,119414.3,82,sell,2025-08-12 15:15:11.393
,119414.4,18,buy,2025-08-12 15:15:18.115
,119414.3,18,sell,2025-08-12 15:15:19.384
,119414.3,4,sell,2025-08-12 15:15:19.384
,119414.4,34,buy,2025-08-12 15:15:20.770
,119421.3,6,buy,2025-08-12 15:15:21.931
,119428.4,336,buy,2025-08-12 15:15:22.524
,119428.4,140,buy,2025-08-12 15:15:22.524
,119428.4,332,buy,2025-08-12 15:15:22.524
,119428.4,332,buy,2025-08-12 15:15:22.524
,119428.4,796,buy,2025-08-12 15:15:22.524
,119428.6,6,buy,2025-08-12 15:15:27.930
,119430.0,38,buy,2025-08-12 15:15:27.959
,119438.0,2,buy,2025-08-12 15:15:30.104
,119438.0,50,buy,2025-08-12 15:15:30.104
,119438.0,8,buy,2025-08-12 15:15:30.165
,119438.0,2,buy,2025-08-12 15:15:30.291
,119438.2,4,buy,2025-08-12 15:15:30.291
,119448.5,2,buy,2025-08-12 15:15:30.809
,119448.5,56,buy,2025-08-12 15:15:30.809
,119448.5,202,buy,2025-08-12 15:15:30.809
,119448.7,4,buy,2025-08-12 15:15:30.811
,119450.0,6,buy,2025-08-12 15:15:30.811
,119450.0,16,buy,2025-08-12 15:15:30.811
,119450.0,6,buy,2025-08-12 15:15:30.811
,119451.2,60,buy,2025-08-12 15:15:30.811
,119453.8,2,buy,2025-08-12 15:15:30.811
,119455.8,2,buy,2025-08-12 15:15:30.811
,119457.0,2,buy,2025-08-12 15:15:30.817
,119458.1,2,buy,2025-08-12 15:15:30.817
,119460.0,22,buy,2025-08-12 15:15:30.817
,119461.6,2,buy,2025-08-12 15:15:30.817
,119461.8,2,buy,2025-08-12 15:15:30.817
,119463.1,46,buy,2025-08-12 15:15:30.817
,119463.1,12,buy,2025-08-12 15:15:31.687
,119463.1,112,buy,2025-08-12 15:15:31.687
,119463.1,204,buy,2025-08-12 15:15:31.687
,119463.1,70,buy,2025-08-12 15:15:31.687
,119463.1,278,buy,2025-08-12 15:15:31.687
,119463.1,110,buy,2025-08-12 15:15:31.687
,119463.1,174,buy,2025-08-12 15:15:31.687
,119463.0,4,sell,2025-08-12 15:15:32.264
,119463.0,136,sell,2025-08-12 15:15:36.207
,119463.1,28,buy,2025-08-12 15:15:36.885
,119463.1,418,buy,2025-08-12 15:15:36.885
,119463.1,36,buy,2025-08-12 15:15:36.885
,119464.4,4,sell,2025-08-12 15:15:38.303
,119464.5,2,buy,2025-08-12 15:15:47.594
,119464.7,2,buy,2025-08-12 15:15:47.601
,119466.7,8,buy,2025-08-12 15:15:47.601
,119468.0,278,buy,2025-08-12 15:15:47.602
,119469.2,2,buy,2025-08-12 15:15:47.602
,119470.0,28,buy,2025-08-12 15:15:47.602
,119472.8,18,buy,2025-08-12 15:15:48.658
,119472.8,36,buy,2025-08-12 15:15:48.658
,119472.8,16,buy,2025-08-12 15:15:48.658
,119473.6,2,buy,2025-08-12 15:15:48.658
,119487.8,2,buy,2025-08-12 15:15:48.815
,119487.8,16,buy,2025-08-12 15:15:48.815
,119487.8,186,buy,2025-08-12 15:15:49.377
,119488.0,2,buy,2025-08-12 15:15:49.377
,119490.5,16,buy,2025-08-12 15:15:49.378
,119490.5,16,buy,2025-08-12 15:15:49.380
,119490.5,16,buy,2025-08-12 15:15:49.381
,119490.5,12,buy,2025-08-12 15:15:49.557
,119490.7,2,buy,2025-08-12 15:15:49.557
,119491.4,2,buy,2025-08-12 15:15:49.557
,119493.4,58,buy,2025-08-12 15:15:49.557
,119495.1,2,buy,2025-08-12 15:15:49.557
,119498.8,2,buy,2025-08-12 15:15:49.557
,119500.0,2,buy,2025-08-12 15:15:49.557
,119500.0,2,buy,2025-08-12 15:15:50.396
,119499.9,2,sell,2025-08-12 15:15:50.410
,119499.9,2,sell,2025-08-12 15:15:50.416
,119499.9,2,sell,2025-08-12 15:15:50.428
,119500.0,98,buy,2025-08-12 15:15:56.424
,119500.0,230,buy,2025-08-12 15:15:56.424
,119500.0,44,buy,2025-08-12 15:15:56.424
,119500.0,112,buy,2025-08-12 15:15:56.424
,119500.0,66,buy,2025-08-12 15:15:56.424
,119500.0,110,buy,2025-08-12 15:15:56.424
,119500.0,138,buy,2025-08-12 15:15:56.424
,119500.0,40,buy,2025-08-12 15:15:57.498
,119499.9,326,sell,2025-08-12 15:16:00.736
,119499.9,278,sell,2025-08-12 15:16:00.736
,119499.9,278,sell,2025-08-12 15:16:00.736
,119499.9,332,sell,2025-08-12 15:16:00.736
,119499.9,332,sell,2025-08-12 15:16:00.736
,119499.9,332,sell,2025-08-12 15:16:00.736
,119499.9,22,sell,2025-08-12 15:16:00.736
,119499.9,336,sell,2025-08-12 15:16:00.736
,119489.6,58,sell,2025-08-12 15:16:01.234
,119489.6,112,sell,2025-08-12 15:16:01.234
,119488.1,36,sell,2025-08-12 15:16:03.668
,119488.1,36,sell,2025-08-12 15:16:03.668
,119488.1,38,sell,2025-08-12 15:16:03.668
,119488.1,34,sell,2025-08-12 15:16:03.668
,119488.1,20,sell,2025-08-12 15:16:03.668
,119488.1,34,sell,2025-08-12 15:16:03.668
,119488.1,2,sell,2025-08-12 15:16:03.668
,119477.1,110,sell,2025-08-12 15:16:09.125
,119477.1,200,sell,2025-08-12 15:16:09.125
,119477.1,200,sell,2025-08-12 15:16:09.125
,119477.1,200,sell,2025-08-12 15:16:09.125
,119476.9,60,sell,2025-08-12 15:16:09.234
,119466.2,58,sell,2025-08-12 15:16:10.177
,119466.2,26,sell,2025-08-12 15:16:10.177
,119466.2,140,sell,2025-08-12 15:16:10.177
,119466.2,110,sell,2025-08-12 15:16:10.177
,119466.2,10,sell,2025-08-12 15:16:10.177
,119466.2,10,sell,2025-08-12 15:16:10.177
,119466.2,200,sell,2025-08-12 15:16:10.177
,119466.2,200,sell,2025-08-12 15:16:10.177
,119466.2,200,sell,2025-08-12 15:16:10.177
,119466.2,202,sell,2025-08-12 15:16:10.177
,119463.3,2,sell,2025-08-12 15:16:10.177
,119459.8,60,sell,2025-08-12 15:16:10.177
,119459.4,1136,sell,2025-08-12 15:16:10.177
,119458.2,2,sell,2025-08-12 15:16:10.177
,119457.9,236,sell,2025-08-12 15:16:10.177
,119457.9,100,sell,2025-08-12 15:16:13.124
,119458.0,8,buy,2025-08-12 15:16:14.581
,119458.0,12,buy,2025-08-12 15:16:18.934
,119457.9,10,sell,2025-08-12 15:16:23.698
,119457.9,10,sell,2025-08-12 15:16:23.698
,119457.9,36,sell,2025-08-12 15:16:23.698
,119457.9,34,sell,2025-08-12 15:16:23.698
,119457.9,32,sell,2025-08-12 15:16:23.698
,119457.9,72,sell,2025-08-12 15:16:23.698
,119457.9,10,sell,2025-08-12 15:16:27.437
,119457.9,10,sell,2025-08-12 15:16:27.437
